account.length,voice.messages,intl.mins,intl.calls,intl.charge,day.mins,day.calls,day.charge,eve.mins,eve.calls,eve.charge,night.mins,night.calls,night.charge,customer.calls,voice.plan,intl.plan,state,churn,area_area_code_408,area_area_code_415,area_area_code_510
0.7036437962532744,1.2848599382211887,-0.10282708373247935,-0.6095686870196009,-0.10368557608683346,1.581473202959893,0.5063257872709749,1.5817322123595619,-0.0640992599693305,-0.06109698022129759,-0.0648496166552963,0.8852681951388338,-0.45205403616067796,0.884585093433992,-0.4395082481482912,1,0,16,0,0,1,0
0.17214872322495386,1.3592161193240482,1.276051612303236,-0.6095686870196009,1.2774418962266252,-0.3491414125665116,1.16846919972497,-0.34992094501227355,-0.10205675417286168,0.141967349554514,-0.10236855943946467,1.0789527479880563,0.15604950327928568,1.0798252205605976,-0.4395082481482912,1,0,35,0,0,1,0
0.9314273989796975,-0.5740445893502946,0.7170467355319998,0.27360819941853437,0.7111796325781069,1.1766969985451778,0.7100622218722041,1.176743567433308,-1.5863945538162083,0.49732992666218434,-1.584366799414114,-0.7540618861932422,0.206724798232616,-0.7527696090595887,-1.3432883183689188,0,0,31,0,0,1,0
-0.4099649281870163,-0.5740445893502946,-1.369904804413948,1.1567850858566695,-1.3743228506152156,2.2212807518734734,-1.480104450091011,2.221592320738982,-2.7185267625078433,-0.6195238871047795,-2.709935082939164,-0.06917733333465233,-0.5534046260673385,-0.06942916411646856,0.46427182207233647,0,1,35,0,1,0,0
-0.6377485309134394,-0.5740445893502946,-0.06556009194773042,-0.6095686870196009,-0.06225175191742997,-0.25400967788839907,0.6591281132218969,-0.2544358173467339,-1.045000820702686,1.106522915989619,-1.0426870629676839,-0.2688521300864277,1.0682048124392312,-0.2691065668595879,1.368051892292964,0,1,36,0,0,1,0
0.45055090433502654,-0.5740445893502946,-1.481705779768195,0.715196642637602,-1.4848130484002924,0.8036313723565008,-0.10488351653271306,0.8035832983955664,0.39938172188431187,0.04043518466660821,0.39710236637477603,0.07059502439159046,0.9161789275792402,0.0725636556119722,-1.3432883183689188,0,1,1,0,0,0,1
0.526478771910501,1.2105037571183295,-1.034501878351206,1.1567850858566695,-1.0290409825368514,0.7066343095474444,-0.6142246030357863,0.7059031103239233,2.7014038571858303,0.3957977617742785,2.6904477440570655,0.24431209756563482,0.9161789275792402,0.24561740465600945,1.368051892292964,1,0,19,0,0,0,1
1.1845202908979455,-0.5740445893502946,-1.1835698454902024,0.715196642637602,-1.1809650044913316,-0.43494650658990724,-1.0726315808885523,-0.4355283008503433,-1.9479896301761626,-0.3149273924410621,-1.9454866237117343,0.22833811382549313,-0.19867756139402645,0.22786830218995396,-1.3432883183689188,0,1,24,0,0,1,0
0.42524161514320175,-0.5740445893502946,-0.5872979769342175,-0.16798024380053325,-0.5870801913965441,0.07801872941952377,-0.1558176251830204,0.07811583417807652,2.7014038571858303,-1.0256525466564026,2.6904477440570655,0.3082080325262033,-0.5027293311140083,0.30773926328720247,-0.4395082481482912,0,0,18,0,1,0,0
1.0326645557469967,2.1771341114555005,0.3443768176845092,0.27360819941853437,0.3382752150534731,1.460226874448573,-0.8179610376370157,1.45990635982077,0.42735040182375594,0.5480960091061372,0.42524157346290253,2.5166112846008386,-0.14800226644069614,2.517502520311059,-1.3432883183689188,1,1,49,0,0,1,0
-0.8908414228316873,-0.5740445893502946,0.9033816944557452,0.715196642637602,0.9045374787019913,-0.9553730551231119,1.8815467208292727,-0.9557576170970764,0.5572049872568886,-0.873354299324544,0.5542129392834814,0.16843567479996052,0.5614518629059281,0.17018371917527542,1.819941927403278,0,0,15,1,0,1,0
-0.6630578201052642,-0.5740445893502946,-0.4382300097952211,0.27360819941853437,-0.4351561694420638,0.1377092296097119,1.3722056343261995,0.1373824651428941,-0.743338629927255,2.4264410595323946,-0.7425355206943369,-0.08714806504231222,-0.30002815130068705,-0.08717826658252326,-1.3432883183689188,0,0,39,0,0,1,0
1.716015363926266,-0.5740445893502946,0.3443768176845092,-1.0511571302386684,0.3382752150534731,-0.9609690395159417,-0.2067517338333277,-0.004198931050836918,-1.9120298988254485,-1.4825472886519788,-1.9079676809275659,-1.1833626992095594,1.4229318771125432,-1.1831853438614246,-0.4395082481482912,0,0,12,0,1,0,0
-0.13156274707694363,-0.5740445893502946,0.7543137273167495,0.27360819941853437,0.7526134567475105,-0.4424078191136809,-0.6142246030357863,-0.44321101227170856,0.9387776921450166,-1.2794829588761671,0.936437168897196,-0.1610277398404689,0.7641530427192493,-0.16261195206325732,1.368051892292964,0,0,26,0,0,0,1
-0.9667692904071616,-0.5740445893502946,1.0524496615947416,0.715196642637602,1.0564615006564717,-1.112060618122356,-1.5310385587413182,-1.1127044361335379,2.1294443524242017,-1.2287168764322143,2.122973734446519,0.052624292683930554,-0.046651676534035534,0.054814553145917495,1.819941927403278,0,0,12,0,0,1,0
